0,NaN,NaN,NaN,NaN
0.0071531,2.752,-1.0368,7.4541,-1.9033
0.014306,2.2735,1.8641,5.0721,1.4135
0.021459,2.1731,3.2954,4.588,1.5922
0.028612,2.1366,3.7319,4.4683,1.3297
0.035765,2.1106,3.7386,4.3925,1.0527
0.042918,2.095,3.5284,4.3507,0.82181
0.050072,2.0857,3.1221,4.3282,0.62051
0.057225,2.0789,2.5813,4.31,0.44742
0.064378,2.0749,1.9925,4.2999,0.30642
0.071531,2.076,1.4081,4.3078,0.19499
0.078684,2.0832,0.86287,4.3389,0.109
0.085837,2.095,0.42002,4.3889,0.048912
0.09299,2.108,0.16221,4.4435,0.017545
0.10014,2.1182,0.10494,4.4869,0.010591
0.1073,2.1243,0.165,4.5124,0.015586
0.11445,2.127,0.23708,4.5239,0.021022
0.1216,2.1279,0.25705,4.5279,0.021462
0.12876,2.1283,0.21315,4.5297,0.016811
0.13591,2.129,0.13354,4.5326,0.0099809
0.14306,2.1302,0.063689,4.5375,0.0045247
0.15021,2.1315,0.03805,4.5434,0.0025762
0.15737,2.1326,0.059329,4.5479,0.0038362
0.16452,2.133,0.10224,4.5498,0.006325
0.17167,2.1329,0.13625,4.5494,0.0080769
0.17883,2.1326,0.14459,4.5478,0.0082268
0.18598,2.1322,0.12987,4.5464,0.0071045
0.19313,2.1321,0.1092,4.546,0.0057521
0.20029,2.1322,0.10255,4.5465,0.0052092
0.20744,2.1324,0.12015,4.5473,0.0058932
0.21459,2.1325,0.15721,4.5477,0.0074541
0.22175,2.1325,0.19947,4.5476,0.0091527
0.2289,2.1324,0.23306,4.5469,0.010359
0.23605,2.1322,0.25043,4.5463,0.010793
0.2432,2.1322,0.2511,4.5461,0.010503
0.25036,2.1322,0.24002,4.5464,0.0097535
0.25751,2.1324,0.2251,4.5471,0.0088939
0.26466,2.1326,0.21396,4.5479,0.0082261
0.27182,2.1327,0.21094,4.5485,0.0078968
0.27897,2.1328,0.21605,4.5487,0.007881
0.28612,2.1327,0.22615,4.5485,0.008043
0.29328,2.1326,0.23687,4.5479,0.0082182
0.30043,2.1324,0.24423,4.547,0.008271
0.30758,2.1322,0.24591,4.5461,0.0081335
0.31474,2.132,0.24216,4.5453,0.0078267
0.32189,2.1319,0.23607,4.5449,0.0074601
0.32904,2.1319,0.23316,4.5448,0.0072076
0.33619,2.1319,0.24003,4.5452,0.0072626
0.34335,2.1321,0.26189,4.5456,0.0077594
0.3505,2.1321,0.29869,4.546,0.0086695
0.35765,2.1322,0.34252,4.5461,0.0097427
0.36481,2.1321,0.37973,4.5458,0.010589
0.37196,2.132,0.39802,4.5453,0.010885
0.37911,2.1319,0.39357,4.5448,0.01056
0.38627,2.1318,0.37277,4.5446,0.0098163
0.39342,2.1318,0.3479,4.5447,0.0089948
0.40057,2.1319,0.33082,4.5451,0.008401
0.40773,2.132,0.32873,4.5456,0.0082019
0.41488,2.1321,0.34229,4.5458,0.008393
0.42203,2.132,0.36543,4.5456,0.0088082
0.42918,2.1319,0.38765,4.545,0.0091876
0.43634,2.1318,0.39984,4.5444,0.0093205
0.44349,2.1317,0.40095,4.5439,0.0091951
0.45064,2.1316,0.3993,4.5437,0.0090118
0.4578,2.1316,0.40574,4.5437,0.009014
0.46495,2.1316,0.42459,4.5438,0.0092878
0.4721,2.1316,0.45112,4.5439,0.0097188
0.47926,2.1316,0.47667,4.5438,0.010116
0.48641,2.1316,0.49436,4.5436,0.010337
0.49356,2.1315,0.50075,4.5434,0.010318
0.50072,2.1315,0.49604,4.5434,0.010075
0.50787,2.1316,0.48607,4.5436,0.009734
0.51502,2.1317,0.48188,4.5439,0.0095164
0.52217,2.1317,0.49275,4.5441,0.0095979
0.52933,2.1317,0.51736,4.5441,0.0099411
0.53648,2.1316,0.54359,4.5438,0.010306
0.54363,2.1315,0.55838,4.5432,0.010446
0.55079,2.1313,0.55768,4.5426,0.010297
0.55794,2.1312,0.54704,4.542,0.0099699
0.56509,2.1311,0.53522,4.5417,0.0096309
0.57225,2.1312,0.52925,4.5418,0.0094045
0.5794,2.1312,0.53361,4.5421,0.0093651
0.58655,2.1313,0.54967,4.5423,0.0095295
0.59371,2.1313,0.57328,4.5422,0.0098191
0.60086,2.1312,0.59471,4.5421,0.010065
0.60801,2.1312,0.60452,4.5419,0.01011
0.61516,2.1312,0.60133,4.5418,0.0099398
0.62232,2.1311,0.59305,4.5418,0.0096902
0.62947,2.1312,0.58965,4.5418,0.0095253
0.63662,2.1312,0.59504,4.542,0.0095044
0.64378,2.1312,0.60571,4.542,0.0095673
0.65093,2.1311,0.61557,4.5418,0.0096161
0.65808,2.131,0.61999,4.5413,0.0095794
0.66524,2.1309,0.61617,4.5409,0.0094175
0.67239,2.1309,0.6038,4.5406,0.00913
0.67954,2.1308,0.58782,4.5405,0.0087947
0.6867,2.1309,0.57863,4.5406,0.0085671
0.69385,2.1309,0.58564,4.5408,0.0085817
0.701,2.131,0.60865,4.5409,0.0088281
0.70815,2.1309,0.63665,4.5409,0.0091408
0.71531,2.1309,0.65574,4.5407,0.0093205
0.72246,2.1308,0.65815,4.5404,0.0092619
0.72961,2.1307,0.64462,4.5401,0.0089822
0.73677,2.1307,0.6214,4.54,0.0085745
0.74392,2.1308,0.59724,4.5402,0.0081621
0.75107,2.1309,0.58149,4.5405,0.0078715
0.75823,2.1309,0.58059,4.5408,0.0077853
0.76538,2.1309,0.59333,4.5408,0.0078819
0.77253,2.1309,0.61013,4.5407,0.0080298
0.77969,2.1308,0.61895,4.5404,0.0080709
